datetime,temperature,humidity,wind_speed,load
2024-01-02 20:00:00,-4.4,79.2,11.2,963.7
2024-01-02 21:00:00,-2.1,67.1,8.7,864.1
2024-01-02 22:00:00,-1.4,72.8,9.9,756.6
2024-01-02 23:00:00,3.2,77.0,19.8,619.6
2024-01-03 00:00:00,1.1,79.6,8.7,754.2
2024-01-03 01:00:00,-5.3,81.0,11.0,934.7
2024-01-03 02:00:00,1.0,77.9,10.6,722.8
2024-01-03 03:00:00,-1.1,78.9,10.5,830.9
2024-01-03 04:00:00,-2.0,77.6,10.9,864.6
2024-01-03 05:00:00,1.9,80.7,10.1,790.2
2024-01-03 06:00:00,3.1,78.8,8.1,765.8
2024-01-03 07:00:00,2.8,77.6,14.9,806.7
2024-01-03 08:00:00,-2.5,75.9,13.3,971.5
2024-01-03 09:00:00,-0.9,77.7,8.6,964.7
2024-01-03 10:00:00,1.0,79.7,9.6,947.7
2024-01-03 11:00:00,3.0,78.6,12.4,851.2
2024-01-03 12:00:00,-1.4,79.2,19.7,1033.6
2024-01-03 13:00:00,-0.5,84.0,17.1,974.1
2024-01-03 14:00:00,-3.3,78.6,14.9,1081.8
2024-01-03 15:00:00,-3.6,74.1,8.5,1055.5
2024-01-03 16:00:00,2.5,81.7,15.4,835.7
2024-01-03 17:00:00,4.1,70.5,14.3,773.8
2024-01-03 18:00:00,-0.2,71.9,9.4,898.2
2024-01-03 19:00:00,3.0,79.0,9.5,750.6
2024-01-03 20:00:00,1.1,79.9,9.8,789.4
2024-01-03 21:00:00,-1.9,71.1,11.2,837.4
2024-01-03 22:00:00,1.1,75.4,8.9,783.3
2024-01-03 23:00:00,4.7,74.3,8.1,648.2
2024-01-04 00:00:00,-0.1,74.9,8.5,762.0
2024-01-04 01:00:00,4.7,82.1,9.7,627.2
2024-01-04 02:00:00,-7.8,80.9,9.0,1102.2
2024-01-04 03:00:00,2.5,77.3,12.3,694.5
2024-01-04 04:00:00,0.3,74.7,8.3,744.2
2024-01-04 05:00:00,-0.9,70.7,15.5,859.5
2024-01-04 06:00:00,0.3,84.5,14.8,887.8
2024-01-04 07:00:00,-5.9,80.4,15.2,1151.2
2024-01-04 08:00:00,-0.6,73.9,12.0,923.6
2024-01-04 09:00:00,1.1,81.0,8.3,897.7
2024-01-04 10:00:00,4.5,77.1,9.7,833.4
2024-01-04 11:00:00,-1.5,76.0,8.4,996.7
2024-01-04 12:00:00,-2.4,79.6,21.2,1055.8
2024-01-04 13:00:00,-1.5,73.7,9.2,999.1
2024-01-04 14:00:00,2.8,75.7,10.6,891.5
2024-01-04 15:00:00,1.0,78.1,12.5,919.1
2024-01-04 16:00:00,-1.5,75.0,15.6,982.8
2024-01-04 17:00:00,1.6,80.8,12.2,831.1
2024-01-04 18:00:00,0.3,86.8,11.4,910.2
2024-01-04 19:00:00,3.0,73.7,9.9,757.7
2024-01-04 20:00:00,-2.0,69.2,10.8,880.9
2024-01-04 21:00:00,-0.9,67.5,8.3,790.5
2024-01-04 22:00:00,-1.1,76.8,14.5,805.6
2024-01-04 23:00:00,-4.3,74.2,10.4,917.5
2024-01-05 00:00:00,0.9,78.6,8.1,706.0
2024-01-05 01:00:00,0.8,78.2,15.6,727.3
2024-01-05 02:00:00,0.1,69.5,10.0,760.7
2024-01-05 03:00:00,-0.6,68.5,14.1,806.0
2024-01-05 04:00:00,-4.2,79.0,13.8,904.4
2024-01-05 05:00:00,-1.2,78.2,13.1,868.6
2024-01-05 06:00:00,-1.0,75.4,8.2,877.9
2024-01-05 07:00:00,-2.3,69.3,8.9,959.1
2024-01-05 08:00:00,-0.4,79.9,14.3,954.4
2024-01-05 09:00:00,1.3,84.0,14.9,954.5
2024-01-05 10:00:00,5.7,79.0,9.8,809.4
2024-01-05 11:00:00,0.6,73.4,9.7,897.5
2024-01-05 12:00:00,0.8,77.8,8.6,922.1
2024-01-05 13:00:00,-0.1,70.8,18.4,974.6
2024-01-05 14:00:00,-5.7,82.9,8.7,1170.2
2024-01-05 15:00:00,-0.0,78.0,8.6,959.4
2024-01-05 16:00:00,0.3,68.8,11.2,893.3
2024-01-05 17:00:00,7.5,76.1,8.8,678.7
2024-01-05 18:00:00,-0.5,80.0,16.4,928.7
2024-01-05 19:00:00,1.0,76.0,8.0,803.1
2024-01-05 20:00:00,-0.0,76.3,8.0,778.3
2024-01-05 21:00:00,-3.4,71.6,10.1,948.2
2024-01-05 22:00:00,3.5,80.5,10.0,626.2
2024-01-05 23:00:00,2.3,74.4,8.5,585.2
2024-01-06 00:00:00,2.5,66.9,10.0,702.7
2024-01-06 01:00:00,-2.6,75.8,9.6,878.7
2024-01-06 02:00:00,4.3,82.6,14.6,664.4
2024-01-06 03:00:00,-4.1,75.8,8.0,893.3
2024-01-06 04:00:00,1.9,86.4,19.2,754.9
2024-01-06 05:00:00,6.7,79.9,10.9,648.0
2024-01-06 06:00:00,-2.9,79.4,8.5,942.3
2024-01-06 07:00:00,-1.6,77.1,8.1,980.2
2024-01-06 08:00:00,0.4,77.4,10.3,864.8
2024-01-06 09:00:00,-1.4,76.4,8.8,985.2
2024-01-06 10:00:00,-4.6,76.3,9.1,1142.8
2024-01-06 11:00:00,0.3,80.4,8.8,958.5
2024-01-06 12:00:00,-3.1,73.1,11.2,1100.1
2024-01-06 13:00:00,1.5,72.4,10.4,922.8
2024-01-06 14:00:00,-2.7,72.2,8.2,1046.2
2024-01-06 15:00:00,4.8,88.0,10.2,811.7
2024-01-06 16:00:00,-2.2,80.5,12.7,1004.5
2024-01-06 17:00:00,-0.9,79.3,8.3,902.0
2024-01-06 18:00:00,2.5,72.5,14.6,740.8
2024-01-06 19:00:00,-3.6,80.9,10.6,988.1
2024-01-06 20:00:00,0.8,77.2,17.0,818.6
2024-01-06 21:00:00,4.0,78.9,8.5,680.2
2024-01-06 22:00:00,-4.7,73.0,23.1,921.8
2024-01-06 23:00:00,0.7,78.6,11.1,694.9
2024-01-07 00:00:00,0.9,75.7,10.5,732.4
2024-01-07 01:00:00,2.5,74.0,10.2,646.0
2024-01-07 02:00:00,-3.6,81.5,8.1,854.7
2024-01-07 03:00:00,-3.8,70.2,16.4,918.5
2024-01-07 04:00:00,1.7,80.7,11.1,735.7
2024-01-07 05:00:00,1.0,81.3,8.3,813.5
2024-01-07 06:00:00,0.9,73.5,8.1,824.5
2024-01-07 07:00:00,1.2,73.8,8.2,828.4
2024-01-07 08:00:00,-1.9,76.8,10.8,921.4
2024-01-07 09:00:00,0.8,79.3,10.9,878.9
2024-01-07 10:00:00,1.0,77.2,10.1,889.2
2024-01-07 11:00:00,-2.0,80.1,9.1,987.5
2024-01-07 12:00:00,5.7,86.7,10.3,796.4
2024-01-07 13:00:00,1.6,75.4,10.2,872.0
2024-01-07 14:00:00,-3.4,69.4,8.1,1055.8
2024-01-07 15:00:00,2.1,82.1,9.0,875.1
2024-01-07 16:00:00,-2.8,86.4,8.2,983.7
2024-01-07 17:00:00,2.5,79.9,14.9,823.6
2024-01-07 18:00:00,3.6,72.5,11.9,710.1
2024-01-07 19:00:00,-2.3,77.4,24.7,877.9
2024-01-07 20:00:00,3.0,72.4,9.1,713.0
2024-01-07 21:00:00,1.4,81.2,14.3,767.7
2024-01-07 22:00:00,2.6,71.2,10.8,716.9
2024-01-07 23:00:00,5.8,76.5,9.8,650.4
2024-01-08 00:00:00,-0.6,73.0,8.8,764.2
2024-01-08 01:00:00,-2.1,78.6,12.0,829.9
2024-01-08 02:00:00,-2.5,76.2,15.0,826.0
2024-01-08 03:00:00,-2.3,78.9,8.8,828.7
2024-01-08 04:00:00,-0.1,78.1,8.6,818.3
2024-01-08 05:00:00,1.2,73.1,11.6,770.7
2024-01-08 06:00:00,1.0,81.2,19.3,866.7
2024-01-08 07:00:00,2.6,77.8,12.2,761.9
2024-01-08 08:00:00,0.2,73.1,9.0,914.7
2024-01-08 09:00:00,4.5,89.3,9.6,776.7
2024-01-08 10:00:00,-0.6,80.5,9.5,942.6
2024-01-08 11:00:00,8.3,77.3,13.7,760.4
2024-01-08 12:00:00,2.0,85.2,12.4,880.2
2024-01-08 13:00:00,-2.4,87.3,10.7,1026.2
2024-01-08 14:00:00,-3.0,77.4,9.0,1025.6
2024-01-08 15:00:00,1.6,79.8,16.3,934.4
2024-01-08 16:00:00,-0.5,73.2,11.2,904.1
2024-01-08 17:00:00,2.3,77.4,18.6,816.2
2024-01-08 18:00:00,1.6,77.1,10.6,803.4
2024-01-08 19:00:00,-0.0,79.0,13.2,841.5
2024-01-08 20:00:00,-2.4,79.8,13.0,871.3
2024-01-08 21:00:00,-4.4,80.9,9.2,938.5
2024-01-08 22:00:00,-1.2,79.3,18.0,822.8
2024-01-08 23:00:00,2.8,72.1,8.1,651.4
2024-01-09 00:00:00,0.8,73.5,12.4,763.3
2024-01-09 01:00:00,-3.5,75.4,18.1,920.2
2024-01-09 02:00:00,0.7,76.8,9.2,767.6
2024-01-09 03:00:00,1.4,83.4,11.1,751.3
2024-01-09 04:00:00,-2.5,72.4,10.5,799.8
2024-01-09 05:00:00,0.7,76.4,12.3,824.3
2024-01-09 06:00:00,0.4,83.0,14.0,837.9
2024-01-09 07:00:00,-3.2,76.7,10.8,988.4
2024-01-09 08:00:00,1.3,80.5,13.1,813.8
2024-01-09 09:00:00,1.9,77.5,9.1,886.7
2024-01-09 10:00:00,3.5,79.5,8.8,801.8
2024-01-09 11:00:00,3.4,77.1,9.7,859.9
2024-01-09 12:00:00,-3.9,81.6,11.4,1125.7
2024-01-09 13:00:00,-2.6,70.5,8.6,1026.4
2024-01-09 14:00:00,1.8,76.4,11.4,927.5
2024-01-09 15:00:00,1.8,79.7,9.5,854.4
2024-01-09 16:00:00,1.8,80.9,12.8,874.5
2024-01-09 17:00:00,11.8,85.7,8.1,583.7
2024-01-09 18:00:00,1.9,76.3,11.3,830.2
2024-01-09 19:00:00,3.6,85.7,11.1,757.6
2024-01-09 20:00:00,3.1,75.0,16.5,730.4
2024-01-09 21:00:00,2.2,84.9,11.7,714.0
2024-01-09 22:00:00,-0.7,82.4,12.8,755.9
2024-01-09 23:00:00,2.5,73.7,15.0,673.3
2024-01-10 00:00:00,-2.1,79.8,11.4,863.4
2024-01-10 01:00:00,-0.5,78.0,9.0,781.7
2024-01-10 02:00:00,-1.2,81.4,14.1,767.7
2024-01-10 03:00:00,0.5,77.2,12.1,738.8
2024-01-10 04:00:00,7.2,76.8,9.7,657.4
2024-01-10 05:00:00,-5.4,85.2,11.7,1045.8
2024-01-10 06:00:00,2.3,77.8,14.1,752.4
2024-01-10 07:00:00,-4.6,82.5,19.1,997.9
2024-01-10 08:00:00,-1.2,77.2,17.1,928.3
2024-01-10 09:00:00,3.5,86.7,9.2,775.9
2024-01-10 10:00:00,0.4,75.0,9.6,925.3
2024-01-10 11:00:00,-3.0,75.3,8.3,1130.2
2024-01-10 12:00:00,-1.9,86.0,8.9,978.4
2024-01-10 13:00:00,2.3,76.1,14.4,879.8
2024-01-10 14:00:00,-1.9,86.4,9.3,1053.9
2024-01-10 15:00:00,0.9,82.8,10.9,926.1
2024-01-10 16:00:00,0.4,77.6,11.3,891.6
2024-01-10 17:00:00,-1.7,69.3,12.6,932.5
2024-01-10 18:00:00,6.7,78.3,8.6,646.0
2024-01-10 19:00:00,2.2,78.9,9.1,759.8
2024-01-10 20:00:00,-5.8,84.2,9.8,1032.1
2024-01-10 21:00:00,0.8,86.4,9.4,799.5
2024-01-10 22:00:00,-1.7,75.0,20.2,809.3
2024-01-10 23:00:00,2.8,82.4,13.4,674.6
2024-01-11 00:00:00,-2.1,82.3,10.0,803.3
2024-01-11 01:00:00,-0.1,83.8,14.3,774.0
2024-01-11 02:00:00,1.8,80.9,9.3,742.4
2024-01-11 03:00:00,2.9,68.7,12.6,716.9
2024-01-11 04:00:00,-3.3,77.7,8.8,888.5
2024-01-11 05:00:00,-0.7,72.7,12.4,858.1
2024-01-11 06:00:00,-1.1,77.5,9.8,875.7
2024-01-11 07:00:00,-1.7,83.4,8.3,973.4
2024-01-11 08:00:00,5.6,80.0,9.0,751.2
2024-01-11 09:00:00,1.5,84.2,9.5,840.6
2024-01-11 10:00:00,-3.5,80.2,12.2,1061.2
2024-01-11 11:00:00,3.1,72.0,8.2,876.0
2024-01-11 12:00:00,6.7,65.9,11.2,782.4
2024-01-11 13:00:00,3.4,79.2,11.8,841.2
2024-01-11 14:00:00,-4.2,77.4,11.2,1078.1
2024-01-11 15:00:00,-1.1,73.6,12.3,935.4
2024-01-11 16:00:00,4.1,70.0,8.6,775.0
2024-01-11 17:00:00,-1.8,74.9,10.7,918.0
2024-01-11 18:00:00,1.7,77.6,16.5,837.2
2024-01-11 19:00:00,2.6,81.9,10.8,729.0
2024-01-11 20:00:00,-2.5,79.5,10.8,896.9
2024-01-11 21:00:00,0.1,86.6,12.0,789.5
2024-01-11 22:00:00,-9.4,73.4,9.2,1169.8
2024-01-11 23:00:00,-2.7,83.0,11.6,891.4
2024-01-12 00:00:00,-0.4,78.8,15.4,794.0
2024-01-12 01:00:00,-3.4,82.0,8.0,893.4
2024-01-12 02:00:00,5.2,76.4,14.1,594.6
2024-01-12 03:00:00,-4.0,83.9,8.7,898.1
2024-01-12 04:00:00,-1.0,80.1,9.8,816.7
2024-01-12 05:00:00,0.7,75.2,13.7,831.2
2024-01-12 06:00:00,4.7,78.5,13.2,729.5
2024-01-12 07:00:00,-4.0,77.4,14.7,1049.9
2024-01-12 08:00:00,3.8,81.1,16.5,829.5
2024-01-12 09:00:00,0.4,72.7,9.8,893.1
2024-01-12 10:00:00,-2.6,78.5,11.2,1035.0
2024-01-12 11:00:00,1.7,80.6,9.5,903.1
2024-01-12 12:00:00,1.0,78.8,9.3,919.7
2024-01-12 13:00:00,-1.4,85.4,9.7,990.9
2024-01-12 14:00:00,0.6,82.5,12.1,965.3
2024-01-12 15:00:00,-0.8,78.6,10.1,957.3
2024-01-12 16:00:00,0.7,79.7,13.0,887.9
2024-01-12 17:00:00,2.4,80.1,12.1,790.9
2024-01-12 18:00:00,5.1,80.7,8.1,737.4
2024-01-12 19:00:00,-3.3,69.5,11.0,914.4
2024-01-12 20:00:00,6.8,77.2,9.7,642.1
2024-01-12 21:00:00,-5.5,71.3,9.8,998.6
2024-01-12 22:00:00,-0.1,85.1,13.1,765.9
2024-01-12 23:00:00,2.2,78.4,10.4,707.0
2024-01-13 00:00:00,1.2,77.7,14.5,726.2
2024-01-13 01:00:00,-1.5,83.2,11.7,812.8
2024-01-13 02:00:00,-0.2,80.8,10.4,781.6
2024-01-13 03:00:00,-1.1,73.1,12.2,823.3
2024-01-13 04:00:00,-1.4,78.4,8.1,858.4
2024-01-13 05:00:00,2.9,77.0,8.1,747.0
2024-01-13 06:00:00,1.5,70.0,8.3,776.4
2024-01-13 07:00:00,-1.7,75.3,9.7,934.7
2024-01-13 08:00:00,3.1,77.8,8.8,825.2
2024-01-13 09:00:00,1.3,78.2,20.5,891.5
2024-01-13 10:00:00,2.9,71.3,10.3,886.1
2024-01-13 11:00:00,2.3,84.5,11.3,907.9
2024-01-13 12:00:00,-2.1,78.2,9.0,1002.6
2024-01-13 13:00:00,-1.3,78.9,9.2,992.6
2024-01-13 14:00:00,2.7,80.8,9.2,858.0
2024-01-13 15:00:00,2.3,74.8,11.6,859.8
2024-01-13 16:00:00,0.4,81.1,9.9,898.8
2024-01-13 17:00:00,0.8,76.9,10.2,878.1
2024-01-13 18:00:00,4.3,74.3,10.7,740.5
2024-01-13 19:00:00,-1.3,81.7,12.4,916.1
2024-01-13 20:00:00,2.1,86.2,8.3,757.3
2024-01-13 21:00:00,-0.2,82.4,12.5,770.9
2024-01-13 22:00:00,-0.2,83.4,10.5,767.8
2024-01-13 23:00:00,3.7,76.2,11.3,671.1
2024-01-14 00:00:00,2.9,70.8,9.2,620.2
2024-01-14 01:00:00,2.9,86.3,9.6,640.3
2024-01-14 02:00:00,4.4,89.1,8.8,653.7
2024-01-14 03:00:00,0.5,86.5,19.6,804.7
2024-01-14 04:00:00,2.5,77.1,10.1,772.6
2024-01-14 05:00:00,-0.5,73.1,24.6,839.3
2024-01-14 06:00:00,1.4,73.5,10.0,844.2
2024-01-14 07:00:00,0.1,70.4,8.7,880.8
2024-01-14 08:00:00,0.8,78.3,10.1,839.3
2024-01-14 09:00:00,2.3,86.9,8.1,865.7
2024-01-14 10:00:00,-2.0,78.1,15.1,993.6
2024-01-14 11:00:00,6.8,80.4,13.1,804.7
2024-01-14 12:00:00,-2.5,85.7,11.9,1048.4
2024-01-14 13:00:00,-3.2,76.8,10.8,1025.7
2024-01-14 14:00:00,4.0,89.1,10.6,791.9
2024-01-14 15:00:00,2.9,88.8,25.2,849.4
2024-01-14 16:00:00,2.4,78.2,9.0,765.3
2024-01-14 17:00:00,2.4,76.0,12.5,796.7
2024-01-14 18:00:00,0.5,82.4,10.6,853.6
2024-01-14 19:00:00,-2.2,77.2,19.2,875.0
2024-01-14 20:00:00,0.7,73.1,13.3,813.4
2024-01-14 21:00:00,-1.5,85.3,27.6,878.4
2024-01-14 22:00:00,3.4,85.0,10.7,644.9
2024-01-14 23:00:00,0.1,79.7,8.7,752.1
2024-01-15 00:00:00,-2.0,72.6,10.1,852.0
2024-01-15 01:00:00,-0.4,72.8,11.7,774.2
2024-01-15 02:00:00,1.8,79.5,12.5,677.5
2024-01-15 03:00:00,-1.2,76.4,8.0,821.7
2024-01-15 04:00:00,-1.9,77.2,10.1,848.2
2024-01-15 05:00:00,1.3,84.1,8.8,830.4
2024-01-15 06:00:00,1.3,82.6,14.2,840.3
2024-01-15 07:00:00,-1.0,85.8,8.5,911.8
2024-01-15 08:00:00,-0.9,74.0,11.3,939.9
2024-01-15 09:00:00,1.2,77.2,8.9,851.8
2024-01-15 10:00:00,-3.8,82.8,9.3,1058.6
2024-01-15 11:00:00,-3.7,81.2,16.5,1132.3
2024-01-15 12:00:00,-1.6,86.6,8.8,1018.4
2024-01-15 13:00:00,-0.1,81.1,8.3,987.9
2024-01-15 14:00:00,1.5,88.2,8.2,911.9
2024-01-15 15:00:00,5.0,81.7,10.1,831.4
2024-01-15 16:00:00,3.1,84.3,11.1,759.8
2024-01-15 17:00:00,0.1,77.4,9.2,876.3
2024-01-15 18:00:00,0.5,79.1,11.5,892.8
2024-01-15 19:00:00,-2.4,83.6,8.2,947.4
2024-01-15 20:00:00,0.5,87.1,13.8,837.0
2024-01-15 21:00:00,-0.3,82.7,13.1,799.8
2024-01-15 22:00:00,1.5,78.6,20.7,709.0
2024-01-15 23:00:00,-1.9,85.9,16.3,799.3
2024-01-16 00:00:00,2.1,68.1,9.3,656.3
2024-01-16 01:00:00,5.2,71.9,9.5,639.2
2024-01-16 02:00:00,0.3,82.4,12.1,781.7
2024-01-16 03:00:00,1.8,79.1,8.4,731.9
2024-01-16 04:00:00,2.7,82.1,9.1,746.7
2024-01-16 05:00:00,-0.6,79.4,8.4,857.8
2024-01-16 06:00:00,1.3,81.9,9.8,850.4
2024-01-16 07:00:00,0.6,75.0,10.4,891.7
2024-01-16 08:00:00,0.9,81.9,8.7,850.8
2024-01-16 09:00:00,-1.7,84.0,8.1,998.0
2024-01-16 10:00:00,0.7,85.2,11.8,877.5
2024-01-16 11:00:00,2.1,89.1,8.1,901.2
2024-01-16 12:00:00,5.0,80.3,18.9,838.9
2024-01-16 13:00:00,3.5,80.5,8.8,815.2
2024-01-16 14:00:00,7.1,71.5,11.3,743.3
2024-01-16 15:00:00,-1.7,76.4,9.7,985.0
2024-01-16 16:00:00,3.2,78.1,8.2,820.6
2024-01-16 17:00:00,1.2,84.4,9.9,842.9
2024-01-16 18:00:00,7.2,76.1,10.2,633.8
2024-01-16 19:00:00,-1.8,83.1,13.8,893.7
2024-01-16 20:00:00,-1.9,79.1,12.0,822.8
2024-01-16 21:00:00,-1.2,78.2,8.2,819.3
2024-01-16 22:00:00,-5.7,80.4,8.7,969.6
2024-01-16 23:00:00,-0.9,77.2,9.1,788.2
2024-01-17 00:00:00,-1.6,77.0,8.4,795.7
2024-01-17 01:00:00,1.1,70.6,9.8,678.9
2024-01-17 02:00:00,1.7,77.9,20.5,709.6
2024-01-17 03:00:00,6.3,76.7,10.2,645.9
2024-01-17 04:00:00,3.5,76.6,12.1,743.4
2024-01-17 05:00:00,-1.1,81.2,11.4,942.7
2024-01-17 06:00:00,-2.0,82.5,13.7,979.9
2024-01-17 07:00:00,2.2,80.3,8.7,784.9
2024-01-17 08:00:00,-3.3,84.1,12.2,1013.3
2024-01-17 09:00:00,6.2,82.0,14.4,763.9
2024-01-17 10:00:00,4.2,77.7,8.6,821.9
2024-01-17 11:00:00,-0.7,76.9,9.3,980.4
2024-01-17 12:00:00,-4.4,80.7,18.5,1190.6
2024-01-17 13:00:00,4.8,82.1,12.6,791.0
2024-01-17 14:00:00,0.4,86.2,9.0,916.9
2024-01-17 15:00:00,4.4,85.2,10.5,856.8
2024-01-17 16:00:00,-4.1,76.5,9.6,1033.5
2024-01-17 17:00:00,-1.1,78.7,10.0,932.8
2024-01-17 18:00:00,0.7,82.6,9.3,869.4
2024-01-17 19:00:00,0.9,84.6,9.0,824.1
2024-01-17 20:00:00,-0.6,83.9,11.4,838.2
2024-01-17 21:00:00,2.6,78.9,12.5,739.3
2024-01-17 22:00:00,-2.5,73.0,14.2,827.2
2024-01-17 23:00:00,0.3,74.2,8.5,736.0
2024-01-18 00:00:00,1.1,80.6,13.2,742.3
2024-01-18 01:00:00,2.3,80.9,8.9,633.0
2024-01-18 02:00:00,2.9,73.7,9.7,727.4
2024-01-18 03:00:00,-2.6,79.5,15.0,887.8
2024-01-18 04:00:00,-3.9,82.4,9.8,951.0
2024-01-18 05:00:00,4.6,73.5,8.7,652.1
2024-01-18 06:00:00,1.8,84.8,8.5,770.2
2024-01-18 07:00:00,-1.5,77.4,9.9,922.0
2024-01-18 08:00:00,5.4,85.6,12.3,787.2
2024-01-18 09:00:00,1.1,76.6,25.6,832.1
2024-01-18 10:00:00,4.3,74.1,12.6,844.4
2024-01-18 11:00:00,1.0,77.0,14.3,913.9
2024-01-18 12:00:00,7.0,78.8,12.1,768.8
2024-01-18 13:00:00,6.0,77.3,14.8,798.7
2024-01-18 14:00:00,0.0,78.2,8.2,952.7
2024-01-18 15:00:00,3.7,81.0,16.0,802.4
2024-01-18 16:00:00,2.7,78.4,9.5,846.7
2024-01-18 17:00:00,4.9,79.0,15.6,678.2
2024-01-18 18:00:00,-2.1,70.8,8.2,912.6
2024-01-18 19:00:00,2.9,81.3,11.8,754.5
2024-01-18 20:00:00,4.0,78.9,12.0,684.5
2024-01-18 21:00:00,-4.5,87.4,25.3,897.2
2024-01-18 22:00:00,-2.7,74.6,12.4,887.2
2024-01-18 23:00:00,-5.3,70.3,9.4,913.4
2024-01-19 00:00:00,0.0,82.4,10.4,758.9
2024-01-19 01:00:00,3.0,81.1,9.4,680.5
2024-01-19 02:00:00,5.3,74.3,8.7,623.3
2024-01-19 03:00:00,1.0,71.7,8.9,787.5
2024-01-19 04:00:00,5.7,87.0,8.8,655.1
2024-01-19 05:00:00,-3.3,86.4,10.4,964.7
2024-01-19 06:00:00,-4.3,66.9,15.1,1003.1
2024-01-19 07:00:00,0.7,77.1,15.3,881.6
2024-01-19 08:00:00,2.0,87.7,8.2,894.9
2024-01-19 09:00:00,0.7,77.0,8.2,909.8
2024-01-19 10:00:00,-5.4,76.9,8.8,1162.6
2024-01-19 11:00:00,0.6,77.9,8.9,980.7
2024-01-19 12:00:00,-3.1,73.8,8.3,1102.8
2024-01-19 13:00:00,2.9,70.8,9.5,855.2
2024-01-19 14:00:00,2.0,84.6,10.7,920.2
2024-01-19 15:00:00,-2.0,70.2,10.6,998.7
2024-01-19 16:00:00,-0.7,80.6,10.4,965.6
2024-01-19 17:00:00,-2.3,83.8,9.2,982.7
2024-01-19 18:00:00,0.7,72.1,11.7,842.6
2024-01-19 19:00:00,3.7,74.8,13.3,735.8
2024-01-19 20:00:00,-2.1,85.5,9.3,890.0
2024-01-19 21:00:00,2.4,82.1,8.3,726.9
2024-01-19 22:00:00,-0.7,76.3,9.1,789.4
2024-01-19 23:00:00,-1.5,85.4,8.4,807.7
2024-01-20 00:00:00,0.6,85.4,9.9,797.3
2024-01-20 01:00:00,-2.2,80.8,8.5,852.4
2024-01-20 02:00:00,-0.8,74.9,9.9,778.2
2024-01-20 03:00:00,-2.7,77.4,8.7,871.2
2024-01-20 04:00:00,6.8,80.9,12.0,661.3
2024-01-20 05:00:00,1.0,78.5,8.1,779.3
2024-01-20 06:00:00,-1.2,84.1,10.4,856.3
2024-01-20 07:00:00,1.6,71.8,8.6,791.3
2024-01-20 08:00:00,0.6,72.0,8.0,835.4
2024-01-20 09:00:00,0.3,80.3,14.1,883.3
2024-01-20 10:00:00,2.8,77.0,11.3,826.8
2024-01-20 11:00:00,3.2,76.3,8.3,901.7
2024-01-20 12:00:00,-0.6,70.6,11.3,974.9
2024-01-20 13:00:00,-0.8,79.6,10.8,970.8
2024-01-20 14:00:00,0.1,79.2,9.9,898.8
2024-01-20 15:00:00,-5.9,82.7,9.6,1146.4
